international_plan,voice_mail_plan,number_vmail_messages,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,total_net_minutes,total_net_calls,total_net_charge
0,0,0,7.5,6.0,2.03,1.0,0,646.5,329.0,52.64
0,0,0,10.4,4.0,2.81,1.0,0,625.7,286.0,56.709999999999994
0,0,0,11.1,6.0,3.0,0.0,0,555.0,366.5,55.769999999999996
0,0,0,8.9,3.0,2.4,0.0,0,510.79999999999995,288.0,46.81
0,0,0,7.9,3.0,2.13,0.0,0,527.5,268.0,52.24
0,1,23,10.1,7.0,2.73,3.5,0,584.0,326.0,58.59
0,1,39,11.4,4.0,3.08,0.0,0,820.6125,287.0,79.10624999999999
0,0,0,10.9,4.0,2.94,2.0,1,707.5,326.0,77.28
0,0,0,12.5,5.0,3.38,1.0,0,575.0,287.0,61.480000000000004
0,0,0,9.7,3.0,2.62,1.0,0,483.3,318.0,41.910000000000004
0,0,0,12.4,6.0,3.35,1.0,0,715.9,299.0,63.59
0,0,0,17.25,4.0,4.65,1.0,0,575.3,324.0,55.82
0,1,21,14.6,5.0,3.94,2.0,0,551.0,228.0,54.019999999999996
0,0,0,10.8,8.0,2.92,2.0,0,714.4,292.0,69.02
1,1,38,8.0,2.0,2.16,1.0,1,646.2,272.0,67.0
0,1,40,8.5,2.0,2.3,2.0,0,561.8,290.0,53.580000000000005
0,0,0,6.5,6.0,1.76,1.0,0,624.3,319.0,61.169999999999995
0,0,0,12.1,3.0,3.27,2.0,0,537.1,299.0,56.23
0,1,14,10.2,3.0,2.75,1.0,0,551.1,369.0,55.16
0,0,0,11.6,4.0,3.13,1.0,0,465.6,276.0,53.03
0,0,0,7.5,1.0,2.03,0.0,0,628.9,298.0,63.870000000000005
1,0,0,17.25,4.0,4.65,3.0,1,641.1,285.0,61.12
0,1,21,11.0,9.0,2.97,3.5,0,659.9,303.0,56.120000000000005
0,1,35,13.1,4.0,3.54,3.5,0,691.3000000000001,290.0,71.22
0,1,28,10.5,10.0,2.84,0.0,0,634.0,297.0,60.839999999999996
0,1,20,12.3,3.0,3.32,3.5,0,646.4,305.0,66.75
0,0,0,9.3,4.0,2.51,3.0,0,531.4,354.5,52.66
0,0,0,6.9,5.0,1.86,0.0,0,434.79999999999995,280.0,44.78
1,1,20,10.9,4.0,2.94,3.0,0,474.3,281.0,50.43
0,0,0,11.9,4.0,3.21,1.0,0,499.0,276.0,50.95
0,1,19,11.3,3.0,3.05,3.0,0,573.2,278.0,55.7
0,0,0,11.0,4.0,2.97,2.0,0,529.0,263.0,46.28999999999999
0,0,0,7.7,1.0,2.08,0.0,0,643.8,292.0,57.940000000000005
0,0,0,9.4,3.0,2.54,3.5,0,650.3,346.0,56.33
0,0,0,9.5,3.0,2.57,3.0,0,633.5999999999999,315.0,59.0
0,0,0,9.9,3.0,2.67,2.0,1,809.5,289.0,75.69
0,0,0,10.6,4.0,2.86,0.0,1,446.1,305.0,36.72
0,1,24,10.9,7.0,2.94,0.0,0,553.4,237.0,57.120000000000005
0,0,0,7.1,4.0,1.92,0.0,0,555.7,268.0,53.64
0,1,12,7.8,2.0,2.11,0.0,0,493.4,331.0,39.51
0,1,40,11.5,2.0,3.11,2.0,0,560.7,316.0,59.470000000000006
0,0,0,14.2,5.0,3.83,2.0,0,633.3,300.0,63.07
0,1,20,11.6,3.0,3.13,1.0,0,509.9,380.5,53.85
0,0,0,11.1,2.0,3.0,1.0,0,615.4,280.0,60.089999999999996
1,1,40,11.6,10.0,3.13,2.0,0,588.8,278.0,63.86
0,0,0,10.3,1.0,2.78,2.0,0,529.7,298.0,51.760000000000005
0,1,22,7.4,6.0,2.0,0.0,0,669.8,276.0,68.85
0,0,0,11.6,6.0,3.13,1.0,0,550.5999999999999,271.0,57.970000000000006
0,1,15,14.6,5.0,3.94,1.0,0,645.0,286.0,60.57
0,0,0,15.3,7.0,4.13,1.0,0,690.2,337.0,63.809999999999995
0,1,23,9.1,5.0,2.46,1.0,0,550.9,306.0,60.21999999999999
0,0,0,9.8,3.0,2.65,1.0,0,560.4,246.0,53.769999999999996
0,0,0,10.4,3.0,2.81,1.0,0,537.8000000000001,234.0,50.43
1,0,0,11.1,4.0,3.0,1.0,0,626.3,311.0,66.91
0,0,0,14.9,1.0,4.02,3.0,1,686.5999999999999,342.0,70.2
0,0,0,5.5,4.0,1.49,0.0,0,809.85,265.0,71.445
1,0,0,8.5,5.0,2.3,0.0,0,647.9,257.0,58.64
0,0,0,12.4,9.0,3.35,2.0,0,573.9000000000001,286.0,55.169999999999995
0,1,17,9.5,5.0,2.57,1.0,0,561.0,251.0,51.58
0,0,0,12.3,4.0,3.32,1.0,0,470.79999999999995,281.0,45.33
0,0,0,10.2,1.0,2.75,0.0,0,761.3,256.0,66.15
0,0,0,10.6,6.0,2.86,3.5,1,498.2,352.0,53.66
0,1,33,11.2,5.0,3.02,3.0,0,642.3,379.0,66.07
0,0,0,11.0,2.0,2.97,1.0,0,566.5,349.0,58.58
0,0,0,8.4,3.0,2.27,1.0,0,560.8,233.0,62.400000000000006
0,0,0,10.3,1.0,2.78,3.0,1,785.5,293.0,80.56
0,0,0,14.8,3.0,4.0,0.0,0,651.5999999999999,305.0,58.62
0,0,0,11.9,5.0,3.21,1.0,0,661.5,324.0,69.22999999999999
0,0,0,13.9,4.0,3.75,0.0,0,651.9000000000001,275.0,59.120000000000005
1,1,35,11.1,3.0,3.0,1.0,0,621.3,304.0,59.480000000000004
0,0,0,9.0,7.0,2.43,1.0,0,452.6,280.0,39.76
0,1,31,5.1,4.0,1.38,2.0,0,603.5,364.0,67.3
0,0,0,7.6,10.5,2.05,3.5,1,568.5,271.0,53.949999999999996
0,0,0,12.7,3.0,3.43,0.0,0,635.9,307.0,62.59
0,1,22,11.1,4.0,3.0,2.0,0,536.4,354.0,55.21
0,1,32,8.4,3.0,2.27,2.0,0,603.1,291.0,62.09
0,1,23,8.7,5.0,2.35,1.0,0,528.8,250.0,53.6
0,1,16,12.1,2.0,3.27,0.0,0,607.1,305.0,52.82000000000001
0,0,0,10.9,2.0,2.94,1.0,0,608.7,321.0,58.07
1,0,0,7.5,6.0,2.03,0.0,0,465.9,259.0,43.59
0,0,0,9.0,4.0,2.43,1.0,0,625.9,324.0,66.16
0,0,0,7.6,1.0,2.05,3.5,1,750.5,270.0,72.59
0,0,0,10.9,2.0,2.94,1.0,0,514.1,245.0,51.29
0,0,0,11.7,7.0,3.16,2.0,0,365.4,315.0,32.95
0,0,0,9.9,3.0,2.67,3.5,1,510.6,348.0,47.47
0,0,0,12.4,6.0,3.35,1.0,1,674.9,327.0,75.07000000000001
0,0,0,11.9,2.0,3.21,2.0,0,565.7,243.0,60.22
0,0,0,13.8,1.0,3.73,1.0,0,500.65,314.0,58.835
0,0,0,7.8,4.0,2.11,1.0,0,521.2,291.0,49.42
0,0,0,12.9,10.5,3.48,3.0,1,452.20000000000005,346.0,43.66
0,0,0,14.2,2.0,3.83,1.0,0,568.4,378.0,52.459999999999994
0,0,0,11.9,4.0,3.21,1.0,1,808.1125,349.0,85.3175
0,0,0,10.7,6.0,2.89,0.0,0,621.0,263.0,53.95
0,1,24,11.7,2.0,3.16,2.0,0,581.5,302.0,58.99
0,0,0,9.7,6.0,2.62,2.0,0,500.95,294.0,56.435
0,0,0,9.2,6.0,2.48,1.0,0,531.6,283.0,48.31
0,0,0,8.1,2.0,2.19,1.0,0,571.5,325.0,54.94
0,1,19,10.1,3.0,2.73,0.0,0,557.8,257.0,50.46
0,0,0,4.2,2.0,1.13,1.0,0,575.0999999999999,273.0,57.25
0,1,28,7.5,8.0,2.03,1.0,0,590.6,310.0,63.61
1,0,0,10.1,2.0,2.73,1.0,1,575.9,300.0,47.81
0,1,23,12.3,4.0,3.32,1.0,0,479.1,296.0,41.26
0,1,32,12.1,2.0,3.27,1.0,0,543.9,247.0,56.06
0,0,0,11.8,10.0,3.19,0.0,0,575.2,305.0,56.900000000000006
0,0,0,7.7,4.0,2.08,1.0,0,636.4,298.0,65.33
0,0,0,11.6,3.0,3.13,3.0,0,523.1,303.0,50.41
0,0,0,11.1,6.0,3.0,3.0,0,571.4000000000001,294.0,55.83
0,0,0,10.6,4.0,2.86,1.0,0,697.9,289.0,70.99000000000001
0,0,0,10.2,4.0,2.75,2.0,0,486.6,317.0,45.29
0,0,0,11.4,8.0,3.08,2.0,0,520.5,323.0,45.040000000000006
0,0,0,11.7,3.0,3.16,1.0,0,499.9,286.0,43.519999999999996
0,0,0,9.8,5.0,2.65,3.5,0,640.7,274.0,65.01
0,0,0,10.2,1.0,2.75,1.0,0,567.7,318.0,54.76
0,0,0,10.9,3.0,2.94,3.0,0,503.3,310.0,46.519999999999996
0,0,0,10.9,3.0,2.94,1.0,0,466.70000000000005,312.0,46.38
1,1,35,5.4,4.0,1.46,3.5,1,476.5,294.0,47.01
0,0,0,11.0,6.0,2.97,2.0,0,646.0999999999999,275.0,65.94
0,0,0,7.8,1.0,2.11,2.0,0,561.8,278.0,52.92
1,0,0,13.9,2.0,3.75,3.0,1,649.3000000000001,305.0,61.58
0,0,0,9.2,4.0,2.48,1.0,0,533.0999999999999,332.0,43.150000000000006
0,0,0,11.7,2.0,3.16,3.5,1,525.8,303.0,43.57000000000001
0,0,0,8.1,6.0,2.19,2.0,0,664.1,329.0,64.61
0,1,24,13.5,1.0,3.65,3.0,0,581.5999999999999,339.0,59.970000000000006
0,0,0,10.2,4.0,2.75,1.0,1,625.2,285.0,55.54
0,1,40,8.1,3.0,2.19,3.0,0,512.1,337.0,46.79
0,0,0,8.8,5.0,2.38,2.0,0,463.0,269.0,41.49
0,0,0,12.8,9.0,3.46,0.0,1,750.0,314.0,76.17
0,0,0,12.2,4.0,3.29,1.0,0,418.3,340.0,41.980000000000004
0,0,0,10.4,2.0,2.81,1.0,0,637.2,298.0,57.43000000000001
0,0,0,11.6,8.0,3.13,2.0,0,580.3,332.0,62.74
0,0,0,12.8,2.0,3.46,3.0,0,654.4,326.0,65.22
0,0,0,6.5,3.0,1.76,2.0,0,560.2,302.0,64.24
0,1,26,10.3,2.0,2.78,2.0,0,623.6,341.0,64.96000000000001
0,0,0,14.2,7.0,3.83,2.0,0,530.4,347.0,61.49
0,0,0,16.2,8.0,4.37,0.0,0,622.4,287.0,65.96000000000001
1,0,0,9.1,3.0,2.46,3.0,0,539.8,300.0,44.17
0,0,0,10.3,7.0,2.78,2.0,0,569.9000000000001,275.0,53.349999999999994
0,0,0,16.8,3.0,4.54,2.0,1,704.0,232.0,72.74000000000001
0,0,0,10.6,8.0,2.86,3.0,0,571.3,318.0,58.47
0,1,19,10.3,2.0,2.78,1.0,0,664.9,230.0,66.48
0,1,21,9.6,4.0,2.59,0.0,0,541.5,269.0,56.660000000000004
0,1,33,8.6,3.0,2.32,1.0,0,617.6,312.0,53.03
0,0,0,14.0,2.0,3.78,0.0,0,678.4,318.0,67.62
0,0,0,12.0,3.0,3.24,3.0,1,538.4,280.0,46.65
0,0,0,12.2,8.0,3.29,1.0,0,588.0,262.0,53.150000000000006
0,1,31,14.0,8.0,3.78,1.0,0,634.2,293.0,64.46
0,0,0,10.0,2.0,2.7,3.0,0,649.1999999999999,328.0,57.54
0,0,0,6.4,5.0,1.73,3.5,1,495.0,320.0,48.38
0,0,0,12.9,3.0,3.48,1.0,0,575.7,306.0,52.32
0,0,0,9.6,8.0,2.59,1.0,0,490.6,304.0,47.71
0,0,0,14.2,2.0,3.83,2.0,0,558.2,294.0,61.1
0,0,0,7.2,2.0,1.94,2.0,0,568.9,311.0,55.58
0,0,0,9.5,3.0,2.57,2.0,0,562.2,289.0,56.01
0,1,40,9.2,8.0,2.48,1.0,0,461.1,319.0,45.14
0,0,0,11.9,3.0,3.21,0.0,0,610.0,347.0,61.03
1,1,34,11.4,2.0,3.08,2.0,1,537.8,270.0,59.48
1,1,18,11.9,6.0,3.21,0.0,0,521.5999999999999,287.0,47.26
0,0,0,14.6,7.0,3.94,1.0,0,584.0,312.0,64.83
0,0,0,10.5,1.0,2.84,1.0,0,669.0,269.0,68.72
0,0,0,8.1,1.0,2.19,2.0,0,462.4,343.5,52.33
0,1,24,6.4,4.0,1.73,0.0,0,568.7,261.0,52.63
0,0,0,9.3,2.0,2.51,2.0,0,660.9,311.0,66.16
0,0,0,13.3,6.0,3.59,2.0,0,640.2,276.0,62.11000000000001
0,0,0,10.1,4.0,2.73,3.0,0,564.6,327.0,56.42
0,0,0,10.7,2.0,2.89,1.0,0,499.0,341.0,49.919999999999995
0,0,0,9.0,6.0,2.43,0.0,0,425.5,279.0,42.49
0,0,0,11.8,1.0,3.19,1.0,0,520.9,284.0,47.470000000000006
0,0,0,11.0,4.0,2.97,1.0,1,657.0,252.5,74.19
0,0,0,8.3,5.0,2.24,0.0,0,604.3,318.0,60.39
0,0,0,7.1,3.0,1.92,1.0,0,684.3,331.0,68.64
0,1,39,10.3,3.0,2.78,3.0,0,428.0,252.0,44.14
0,1,31,9.0,6.0,2.43,1.0,0,562.5999999999999,264.0,50.45
0,0,0,9.9,4.0,2.67,3.5,0,545.2,266.5,54.69
1,0,0,8.8,2.0,2.38,1.0,1,584.3,326.0,54.45
0,0,0,10.1,5.0,2.73,1.0,0,612.4000000000001,334.0,49.45
0,0,0,10.5,5.0,2.84,0.0,0,554.8,352.0,47.089999999999996
0,0,0,5.4,2.0,1.46,1.0,0,546.2,273.0,61.34
0,0,0,10.8,2.0,2.92,1.0,0,612.5,309.0,57.17
0,0,0,11.4,2.0,3.08,1.0,1,696.2,299.0,71.28
0,1,18,7.2,3.0,1.94,1.0,0,610.4,294.0,50.849999999999994
0,0,0,10.8,6.0,2.92,0.0,0,591.7,290.0,51.12
0,0,0,13.4,3.0,3.62,3.5,0,591.2,351.0,57.37
0,0,0,9.1,4.0,2.46,1.0,0,637.6,252.0,60.07
0,0,0,9.4,1.0,2.54,0.0,0,583.5,273.0,57.2
1,1,28,11.4,4.0,3.08,0.0,0,556.0,307.0,52.92999999999999
0,0,0,9.5,5.0,2.57,1.0,0,471.2,323.0,45.92
0,0,0,3.25,7.0,0.8899999999999992,1.0,0,667.5,357.0,61.61
0,0,0,8.8,2.0,2.38,1.0,0,533.7,255.0,51.46
0,0,0,11.2,2.0,3.02,1.0,0,526.5,381.0,40.99
0,0,0,10.5,2.0,2.84,0.0,0,533.9000000000001,352.0,62.78
0,0,0,14.7,5.0,3.97,3.0,0,467.20000000000005,269.0,45.32
1,0,0,9.7,10.5,2.62,2.0,0,388.4,294.0,35.519999999999996
0,0,0,7.8,5.0,2.11,1.0,0,480.1,326.0,50.03
1,0,0,8.3,7.0,2.24,3.5,0,559.4,266.0,55.09
0,0,0,9.4,10.0,2.54,1.0,0,691.0,275.0,70.21000000000001
0,0,0,10.5,1.0,2.84,2.0,1,546.0,240.0,59.41
1,0,0,11.8,4.0,3.19,0.0,0,468.49999999999994,222.0,50.01
0,0,0,11.6,3.0,3.13,3.5,0,569.9,277.0,55.46
0,0,0,12.7,5.0,3.43,3.0,0,579.0,336.0,56.92
0,0,0,11.6,3.0,3.13,0.0,0,585.0999999999999,340.0,59.15
0,0,0,8.6,1.0,2.32,2.0,0,473.6,288.0,48.12
0,0,0,14.6,2.0,3.94,1.0,0,596.2,295.0,62.980000000000004
0,1,23,11.3,5.0,3.05,1.0,0,552.0,251.0,61.39
1,0,0,14.8,6.0,4.0,2.0,1,555.1,280.0,62.96
0,0,0,11.3,3.0,3.05,1.0,1,754.3125,313.0,80.6675
1,1,21,7.7,5.0,2.08,3.0,0,642.8,279.0,64.58
0,0,0,12.3,5.0,3.32,0.0,0,587.0999999999999,345.0,56.36000000000001
0,0,0,15.9,3.0,4.29,3.0,0,548.3,270.0,54.089999999999996
0,0,0,14.1,3.0,3.81,1.0,0,570.2,292.0,51.839999999999996
0,0,0,8.7,10.5,2.35,2.0,0,575.5,284.0,55.129999999999995
0,0,0,13.6,4.0,3.67,3.0,0,482.0,273.0,48.0
0,0,0,4.6,4.0,1.24,3.0,0,454.2,263.0,46.42
0,0,0,8.3,4.0,2.24,3.5,1,565.5,305.0,51.95
0,0,0,10.6,2.0,2.86,0.0,1,758.5,237.0,77.1
0,0,0,15.0,5.0,4.05,1.0,0,482.5,323.0,41.2
0,0,0,11.1,10.5,3.0,1.0,0,464.3,354.0,44.129999999999995
0,0,0,12.6,6.0,3.4,0.0,1,684.8000000000001,328.0,77.11
0,0,0,10.4,9.0,2.81,1.0,0,567.3,280.0,57.41
0,0,0,8.2,5.0,2.21,3.0,1,642.0,352.0,65.27000000000001
1,0,0,8.7,6.0,2.35,0.0,0,605.6,277.0,60.1
0,1,31,12.5,3.0,3.38,2.0,0,515.2,305.0,49.540000000000006
0,0,0,9.2,2.0,2.48,1.0,1,780.5,314.0,76.41
0,0,0,12.7,4.0,3.43,1.0,1,797.2,300.0,76.78999999999999
0,0,0,14.2,5.0,3.83,3.0,0,669.8,343.0,67.37
0,0,0,12.0,2.0,3.24,0.0,0,458.8,316.0,48.03
0,0,0,13.3,4.0,3.59,1.0,0,573.2,313.0,50.28
0,0,0,10.7,6.0,2.89,2.0,0,567.4,287.0,56.09
0,0,0,10.1,3.0,2.73,0.0,0,644.8,322.0,67.23
0,1,10,12.8,2.0,3.46,0.0,0,535.7,314.0,55.050000000000004
0,0,0,10.3,3.0,2.78,1.0,0,556.7,240.0,58.83
0,1,12,16.6,2.0,4.48,1.0,0,545.2,334.5,49.019999999999996
1,0,0,7.8,1.0,2.11,3.5,1,580.7,292.0,59.13
0,0,0,8.7,3.0,2.35,2.0,0,577.4,342.0,63.01
0,0,0,5.7,2.0,1.54,0.0,1,693.3,322.0,65.93
0,0,0,7.3,6.0,1.97,2.0,1,755.8499999999999,274.0,72.255
0,0,0,4.6,3.0,1.24,1.0,0,608.1,335.0,53.739999999999995
0,0,0,9.8,3.0,2.65,2.0,0,434.4,309.0,44.64
0,0,0,10.1,5.0,2.73,1.0,0,488.29999999999995,290.0,45.78
1,0,0,9.7,5.0,2.62,2.0,0,586.3,332.0,57.220000000000006
0,0,0,9.3,5.0,2.51,0.0,0,504.9,335.0,44.32
0,1,38,9.5,3.0,2.57,0.0,0,575.5999999999999,265.0,59.14000000000001
0,0,0,10.2,4.0,2.75,2.0,0,491.29999999999995,291.0,49.39
0,1,40,7.4,1.0,2.0,3.5,0,587.9,274.0,56.169999999999995
1,1,19,10.5,1.0,2.84,1.0,1,692.0,283.0,60.56
0,0,0,13.7,4.0,3.7,1.0,0,537.2,213.0,59.660000000000004
0,0,0,14.1,3.0,3.81,3.0,0,638.3,301.0,66.72
0,0,0,16.1,2.0,4.35,3.0,0,483.20000000000005,260.0,43.76
0,0,0,8.3,7.0,2.24,1.0,0,539.9000000000001,334.0,51.32
0,0,0,8.6,5.0,2.32,3.0,0,544.3,271.0,47.34
0,1,28,9.7,4.0,2.62,2.0,0,594.9,330.0,61.699999999999996
0,1,23,10.6,2.0,2.86,1.0,0,437.3,285.0,40.7
0,0,0,10.0,3.0,2.7,0.0,0,544.8,278.0,58.21
0,0,0,11.0,2.0,2.97,2.0,1,658.0999999999999,243.0,71.52000000000001
0,0,0,8.6,8.0,2.32,1.0,0,504.1,285.0,49.22
0,0,0,11.0,5.0,2.97,1.0,0,564.5,318.0,56.33
0,0,0,8.3,3.0,2.24,2.0,0,540.9,296.0,46.58
0,1,36,8.7,8.0,2.35,1.0,0,434.1,260.0,41.019999999999996
0,0,0,13.0,6.0,3.51,2.0,0,563.0,291.0,52.05
0,0,0,10.7,3.0,2.89,0.0,0,479.1,277.0,45.03
0,0,0,9.0,4.0,2.43,1.0,0,627.8,326.0,59.1
0,0,0,10.3,6.0,2.78,2.0,0,545.8,293.0,47.650000000000006
0,0,0,7.9,4.0,2.13,1.0,0,502.5,304.0,56.010000000000005
0,0,0,8.8,8.0,2.38,1.0,0,658.8000000000001,288.0,66.96000000000001
0,1,27,7.8,3.0,2.11,3.0,0,532.9,359.0,51.71
0,0,0,14.2,5.0,3.83,3.5,1,501.5,318.0,54.7
0,0,0,8.6,2.0,2.32,1.0,0,507.1,329.0,52.059999999999995
0,0,0,11.6,5.0,3.13,0.0,0,629.6,315.0,58.15
0,1,36,6.9,6.0,1.86,1.0,0,679.5,263.0,74.22
0,0,0,8.2,3.0,2.21,3.0,0,660.4,340.0,61.28
0,1,20,11.9,2.0,3.21,0.0,0,614.0,266.5,63.5
0,0,0,8.2,5.0,2.21,0.0,0,511.20000000000005,313.0,51.66
0,0,0,11.1,7.0,3.0,1.0,0,509.1,321.0,48.25
0,0,0,12.1,4.0,3.27,0.0,1,633.1,312.0,58.71
0,0,0,10.6,1.0,2.86,1.0,0,595.3,287.0,56.13
1,0,0,9.0,6.0,2.43,1.0,0,594.9,268.0,58.779999999999994
0,1,29,11.0,3.0,2.97,2.0,0,540.0,264.0,61.529999999999994
0,0,0,10.8,3.0,2.92,0.0,0,479.3,254.0,43.339999999999996
0,0,0,7.2,7.0,1.94,2.0,0,611.4,302.0,51.47
1,0,0,7.7,3.0,2.08,3.5,0,546.8,306.0,65.37
0,0,0,11.6,10.0,3.13,2.0,0,494.0,282.0,43.7
0,0,0,5.0,8.0,1.35,3.0,0,463.19999999999993,276.0,45.84
0,0,0,9.0,4.0,2.43,1.0,0,681.7,305.0,67.12
0,0,0,10.5,2.0,2.84,3.0,0,556.6125000000001,337.0,62.276250000000005
0,0,0,5.8,3.0,1.57,3.0,0,669.5,280.0,66.22
0,0,0,11.5,6.0,3.11,0.0,0,546.2,251.0,46.82
1,0,0,8.3,2.0,2.24,3.0,1,449.9,339.0,35.86
0,0,0,14.9,4.0,4.02,1.0,0,395.5,267.0,32.56999999999999
0,0,0,13.0,6.0,3.51,3.0,0,448.4,265.0,35.81
0,0,0,9.6,3.0,2.59,0.0,1,689.5,263.0,72.72
1,0,0,15.6,4.0,4.21,1.0,1,468.5,328.0,40.85
0,0,0,5.2,9.0,1.4,3.0,0,556.0,328.0,60.21
0,1,36,13.3,7.0,3.59,1.0,0,713.5,338.0,77.21000000000001
0,0,0,11.2,1.0,3.02,0.0,0,512.3,273.0,54.59
0,0,0,10.8,4.0,2.92,1.0,0,515.6,318.0,45.17
1,0,0,10.0,4.0,2.7,0.0,0,418.5,332.0,33.589999999999996
0,0,0,9.8,3.0,2.65,3.5,1,500.0,241.0,50.910000000000004
0,0,0,10.1,4.0,2.73,1.0,0,347.1,242.0,29.1
0,0,0,6.6,1.0,1.78,0.0,0,585.7,283.0,64.0
0,0,0,10.8,1.0,2.92,2.0,0,647.2,351.0,67.09
0,0,0,10.0,8.0,2.7,2.0,0,607.6,303.0,49.28
0,0,0,10.6,5.0,2.86,0.0,0,646.9000000000001,356.0,58.81
0,0,0,11.7,6.0,3.16,3.0,0,708.8,256.0,67.29
0,1,28,12.1,4.0,3.27,1.0,0,624.8,243.0,66.86
1,0,0,12.7,6.0,3.43,3.0,0,572.9,339.0,56.35
0,1,26,12.9,1.0,3.48,3.0,0,510.29999999999995,317.0,48.51
0,0,0,10.2,4.0,2.75,3.0,0,515.9,333.0,41.6
0,0,0,13.4,4.0,3.62,0.0,0,648.8,320.0,65.50999999999999
0,1,37,11.1,8.0,3.0,3.0,0,533.7,308.0,52.290000000000006
0,0,0,13.5,2.0,3.65,2.0,1,553.1,255.0,62.84
0,0,0,13.0,5.0,3.51,1.0,0,680.2,320.0,65.2
0,0,0,11.3,7.0,3.05,1.0,1,718.2,315.0,73.87
0,0,0,11.5,7.0,3.11,1.0,0,601.8,254.0,62.96
0,0,0,16.8,7.0,4.54,2.0,0,542.0,327.0,46.49
0,0,0,10.7,4.0,2.89,2.0,0,489.5,314.0,44.81
0,0,0,10.7,4.0,2.89,3.5,1,520.5,226.0,53.7
0,0,0,7.5,7.0,2.03,3.0,1,767.0,317.0,73.83999999999999
0,0,0,6.1,6.0,1.65,0.0,0,509.09999999999997,359.0,45.97
0,0,0,12.8,1.0,3.46,0.0,0,548.8,303.0,48.669999999999995
0,0,0,10.2,6.0,2.75,1.0,0,567.3,242.0,60.86
0,0,0,13.7,1.0,3.7,1.0,1,732.8999999999999,356.0,77.86999999999999
0,0,0,10.5,2.0,2.84,2.0,0,597.9000000000001,285.0,67.8
0,0,0,5.6,8.0,1.51,1.0,0,538.7,339.0,57.910000000000004
0,1,37,8.3,2.0,2.24,1.0,0,604.0999999999999,309.0,57.260000000000005
1,0,0,11.2,1.0,3.02,2.0,1,610.5,271.0,59.269999999999996
0,1,40,10.5,4.0,2.84,2.0,0,676.1,257.0,78.52
0,0,0,8.3,5.0,2.24,1.0,0,663.2,332.0,64.06
0,1,37,7.9,3.0,2.13,2.0,0,849.4999999999999,305.0,79.84
0,0,0,13.1,4.0,3.54,0.0,0,477.4,312.0,42.89
0,1,34,7.0,3.0,1.89,1.0,0,621.7,289.0,61.18
1,1,34,11.4,3.0,3.08,0.0,0,617.9,247.0,68.22
0,1,40,10.4,2.0,2.81,1.0,0,640.2,287.0,58.519999999999996
0,0,0,10.7,5.0,2.89,1.0,0,539.8,292.0,60.35
0,0,0,11.2,3.0,3.02,3.0,0,497.4,325.0,43.01
0,0,0,10.6,5.0,2.86,3.0,1,787.4000000000001,277.0,72.68
0,0,0,11.8,5.0,3.19,1.0,0,472.09999999999997,307.0,48.400000000000006
0,0,0,14.0,4.0,3.78,2.0,0,555.6,294.0,53.35
1,0,0,13.9,7.0,3.75,1.0,1,583.3,267.0,56.809999999999995
0,0,0,13.2,3.0,3.56,2.0,0,549.6,234.0,59.730000000000004
0,0,0,10.4,2.0,2.81,3.5,1,507.0,315.0,48.82
0,1,26,7.6,10.5,2.05,1.0,0,648.2,314.0,65.09
0,0,0,8.5,2.0,2.3,2.0,0,556.5,303.0,54.74999999999999
0,1,31,7.9,5.0,2.13,0.0,0,681.1,267.0,68.07
0,0,0,11.9,8.0,3.21,0.0,0,468.0,320.0,47.82
0,1,22,5.2,3.0,1.4,1.0,0,472.29999999999995,242.0,48.64
0,0,0,6.1,4.0,1.65,1.0,0,635.2,251.0,58.86
0,1,27,10.3,7.0,2.78,0.0,0,554.0,243.0,46.95
0,0,0,9.0,2.0,2.43,3.0,1,587.8000000000001,324.0,59.55
0,0,0,6.4,2.0,1.73,0.0,0,560.0,301.0,57.95
0,0,0,12.7,4.0,3.43,3.5,1,486.9,344.0,42.7
1,0,0,11.3,3.0,3.05,3.0,1,732.9,314.0,77.75999999999999
0,1,33,15.5,4.0,4.19,1.0,0,667.0,299.0,63.73
0,0,0,9.4,4.0,2.54,3.0,0,568.3,322.0,57.54
0,0,0,11.1,1.0,3.0,3.0,0,454.8,248.0,47.63
0,0,0,8.6,4.0,2.32,2.0,0,472.5,308.0,52.88999999999999
0,0,0,8.1,3.0,2.19,3.0,0,623.9,324.0,66.12
0,0,0,6.6,6.0,1.78,2.0,0,466.5,309.0,47.519999999999996
0,0,0,12.1,1.0,3.27,0.0,0,519.2,259.0,48.11000000000001
0,0,0,12.9,6.0,3.48,0.0,0,659.3999999999999,282.0,68.50999999999999
0,0,0,9.5,2.0,2.57,3.5,1,818.6999999999999,273.0,87.13
0,1,24,9.7,1.0,2.62,2.0,0,580.5,355.0,59.42
1,0,0,8.9,1.0,2.4,1.0,1,519.8,263.0,46.300000000000004
0,1,10,12.9,3.0,3.48,1.0,0,584.8,258.0,53.81
1,0,0,12.8,5.0,3.46,1.0,0,707.8,331.0,68.65
0,0,0,9.2,2.0,2.48,0.0,0,647.7,271.0,68.09
0,0,0,13.9,1.0,3.75,1.0,0,378.7,300.0,34.93
0,0,0,11.7,6.0,3.16,1.0,0,466.6,238.0,38.92
0,0,0,9.3,4.0,2.51,3.5,0,563.7,290.0,57.809999999999995
0,0,0,13.4,3.0,3.62,0.0,0,555.7,303.0,58.129999999999995
